

Results from heasarc_veroncat: Veron Catalog of Quasars & AGN, 13th Edition
Coordinate system:  Equatorial
|name             |redshift|object_type|lii     |bii     |broad_type|class           |
|UGC  3223        |   0.018|S1.5       |194.6189|-22.1892|AGN       |SEYFERT TYPE 1.5|
|SDSS J13088-0049 |   0.018|S2         |312.1486| 61.7428|AGN       |  SEYFERT TYPE 2|
|MCG -05.12.006   |   0.018|S3         |234.9550|-38.2945|AGN       |           LINER|
|Q 1516+4635      |   0.019|AG         | 76.5880| 55.3593|AGN       |AGN UNCLASSIFIED|
|NGC 3676         |   0.019|S3         |271.5513| 46.4377|AGN       |           LINER|
|ESO 215-G?14     |   0.019|S1         |285.7404|  7.6482|AGN       |  SEYFERT TYPE 1|
|IC 4218          |   0.019|S1.2       |315.8005| 59.9687|AGN       |  SEYFERT TYPE 1|
|NGC 6915         |   0.019|S3         | 41.5411|-22.7747|AGN       |           LINER|
|Q 0411-789       |   0.019|AG         |292.6845|-34.0681|AGN       |AGN UNCLASSIFIED|
|ESO 033-G02      |   0.019|S2         |287.7682|-33.2857|AGN       |  SEYFERT TYPE 2|
|NGC  824         |   0.019|S?         |247.8776|-71.5042|AGN       |         SEYFERT|
|MCG -05.04.042   |   0.019|S3         |213.4619|-81.1333|AGN       |           LINER|
|RX J08087+0018   |   0.019|AG         |221.7465| 17.2822|AGN       |AGN UNCLASSIFIED|
|MARK    6        |   0.019|S1.5       |140.3272| 26.1068|AGN       |SEYFERT TYPE 1.5|
|MCG +09.13.070   |   0.019|S?         |161.1600| 30.3641|AGN       |         SEYFERT|
|ESO 462-G09      |   0.019|S2         | 11.3258|-31.9488|AGN       |  SEYFERT TYPE 2|
|MCG -01.23.019   |   0.019|S3         |236.7340| 25.6866|AGN       |           LINER|
|NGC 3858         |   0.019|S2         |276.8785| 50.1765|AGN       |  SEYFERT TYPE 2|
|MARK  938        |   0.019|S2         | 88.7769|-72.2498|AGN       |  SEYFERT TYPE 2|
|NGC 3974         |   0.019|S3         |282.0680| 48.5720|AGN       |           LINER|
|ESO 185-IG13     |   0.019|H2         |343.6397|-29.3739|AGN       |AGN UNCLASSIFIED|
|SDSS J01054-0028 |   0.019|S3         |130.6772|-63.1340|AGN       |           LINER|
|F   49           |   0.019|S1h        |335.9830|-21.3411|AGN       |  SEYFERT TYPE 1|
|IC 1524          |   0.019|S1.0       | 92.1825|-63.8342|AGN       |  SEYFERT TYPE 1|
|MARK 1310        |   0.019|S1.0       |279.5403| 56.8968|AGN       |  SEYFERT TYPE 1|
|ESO 338-G17      |   0.019|S?         |  0.3474|-25.2626|AGN       |         SEYFERT|
|PGC 64989        |   0.019|S1         | 12.8850|-34.4205|AGN       |  SEYFERT TYPE 1|
|MARK  930        |   0.019|H2         |102.6810|-30.7806|AGN       |AGN UNCLASSIFIED|
|NGC 6926         |   0.019|S2         | 43.2349|-23.4448|AGN       |  SEYFERT TYPE 2|
|Q 1614+4630      |   0.019|AG         | 72.6966| 45.6842|AGN       |AGN UNCLASSIFIED|
|SDSS J01109+0026 |   0.019|S1         |133.4017|-62.0401|AGN       |  SEYFERT TYPE 1|
|Q 1620+4743      |   0.019|AG         | 74.2437| 44.5272|AGN       |AGN UNCLASSIFIED|
|ESO 287-G042     |   0.019|S1.8       |358.3283|-48.0918|AGN       |  SEYFERT TYPE 2|
|NGC 6936         |   0.019|S3         | 19.1920|-33.3042|AGN       |           LINER|
|NGC 2329         |   0.019|S3         |167.5295| 23.0669|AGN       |           LINER|
|Q 1110+4747      |   0.019|AG         |159.6160| 62.0109|AGN       |AGN UNCLASSIFIED|
|NGC  291         |   0.019|S2         |124.5464|-71.6331|AGN       |  SEYFERT TYPE 2|
|Q 1059+4752      |   0.019|AG         |161.6507| 60.5410|AGN       |AGN UNCLASSIFIED|
|NGC  526A        |   0.019|S1.9       |263.7568|-79.4582|AGN       |  SEYFERT TYPE 2|
|UM  63           |   0.019|H2         |118.6059|-60.1856|AGN       |AGN UNCLASSIFIED|
|SDSS J13089-0048 |   0.019|S2         |312.1986| 61.7551|AGN       |  SEYFERT TYPE 2|
|UGC  3255        |   0.019|S2         |193.8498|-18.6095|AGN       |  SEYFERT TYPE 2|
|NVSS J06472-3801 |   0.019|S          |247.4540|-17.0839|AGN       |         SEYFERT|
|ESO 339-G11      |   0.019|S2         |  2.4671|-28.7012|AGN       |  SEYFERT TYPE 2|
|GSC 6936 00748   |   0.019|S2         | 15.8372|-41.3101|AGN       |  SEYFERT TYPE 2|
|SDSS J10448+0317 |   0.019|S1         |245.6244| 51.4937|AGN       |  SEYFERT TYPE 1|
|SDSS J11276+0830 |   0.019|S1         |252.2406| 62.7983|AGN       |  SEYFERT TYPE 1|
|UGC  1416        |   0.019|S2         |137.2042|-24.1681|AGN       |  SEYFERT TYPE 2|
|NGC  513         |   0.019|S1h        |130.7375|-28.5715|AGN       |  SEYFERT TYPE 1|
|MCG +06.34.024   |   0.019|S?         | 59.2522| 53.5429|AGN       |         SEYFERT|
|IRAS 19370-0131  |   0.019|H2         | 37.2195|-11.3613|AGN       |AGN UNCLASSIFIED|
|MARK 1239        |   0.019|S1n        |239.2702| 38.2176|AGN       |  SEYFERT TYPE 1|
|AKN  479         |   0.020|S2         | 23.1714| 49.7704|AGN       |  SEYFERT TYPE 2|
|MCG +08.11.011   |   0.020|S1.5       |165.7313| 10.4069|AGN       |SEYFERT TYPE 1.5|
|UGC  8621        |   0.020|S1.8       | 87.1495| 74.5926|AGN       |  SEYFERT TYPE 2|
|PKS 0131-522     |   0.020|S1         |288.2652|-63.9249|AGN       |  SEYFERT TYPE 1|
|MARK  373        |   0.020|S1         |166.0527| 21.0326|AGN       |  SEYFERT TYPE 1|
|MCG -04.49.001   |   0.020|S3         | 21.9696|-35.1362|AGN       |           LINER|
|MCG -03.05.007   |   0.020|S          |166.5301|-74.9153|AGN       |         SEYFERT|
|MARK   40        |   0.020|S1.0       |147.0294| 58.5456|AGN       |  SEYFERT TYPE 1|
|UGC 11950        |   0.020|S3         | 91.9206|-14.4380|AGN       |           LINER|
|ESO 460-G09      |   0.020|S          |  7.1408|-21.6423|AGN       |         SEYFERT|
|SDSS J02136-0043 |   0.020|S1         |163.1015|-57.0341|AGN       |  SEYFERT TYPE 1|
|ESO 386-G23      |   0.020|S3         |327.1237| 20.0525|AGN       |           LINER|
|IC 1858          |   0.020|S3         |229.2398|-64.0593|AGN       |           LINER|
|NGC  166         |   0.020|S2         |107.0508|-75.9980|AGN       |  SEYFERT TYPE 2|
|NPM1G-04.0015    |   0.020|S3         |102.8565|-66.2924|AGN       |           LINER|
|ESO 153-G20      |   0.020|S2         |282.2672|-58.8387|AGN       |  SEYFERT TYPE 2|
|MCG -05.51.008   |   0.020|S3         | 31.4395|-24.4139|AGN       |           LINER|
|NGC 1217         |   0.020|S3         |244.6132|-59.6035|AGN       |           LINER|
|SDSS J13063-0140 |   0.020|S1         |310.6542| 60.9714|AGN       |  SEYFERT TYPE 1|
|ESO 350-IG38     |   0.020|H2         |328.0632|-82.8457|AGN       |AGN UNCLASSIFIED|
|Q 0309+0223      |   0.020|AG         |177.1996|-45.0164|AGN       |AGN UNCLASSIFIED|
|IC 1481          |   0.020|S3         | 85.5668|-50.1699|AGN       |           LINER|
|NGC 3822         |   0.020|S1.9       |255.5636| 66.5477|AGN       |  SEYFERT TYPE 2|
|IC 1859          |   0.020|S2         |228.9735|-64.0789|AGN       |  SEYFERT TYPE 2|
|IRAS 06206-0605  |   0.020|S2         |215.1923| -9.0792|AGN       |  SEYFERT TYPE 2|
|RXS J22197+2120  |   0.020|B?         | 81.9541|-29.2045|BLLAC     |          BL LAC|
|MCG +06.21.068   |   0.020|S1.5       |187.4010| 48.5560|AGN       |SEYFERT TYPE 1.5|
|AKN   79         |   0.020|S2         |140.8906|-21.4423|AGN       |  SEYFERT TYPE 2|
|MCG -02.02.035   |   0.020|S2         |106.8256|-71.4282|AGN       |  SEYFERT TYPE 2|
|4C 50.55         |   0.020|S1         | 93.3191|  0.3936|AGN       |  SEYFERT TYPE 1|
|WEE  67          |   0.020|AG         |231.4776| 86.5790|AGN       |AGN UNCLASSIFIED|
|MCG -01.24.012   |   0.020|S2         |239.7806| 28.0670|AGN       |  SEYFERT TYPE 2|
|IRAS 04312+4008  |   0.020|S1n        |162.2672| -5.0031|AGN       |  SEYFERT TYPE 1|
|NGC 6211         |   0.020|S2         | 87.0842| 39.8417|AGN       |  SEYFERT TYPE 2|
|NGC 3303A        |   0.020|S3         |221.9910| 57.8140|AGN       |           LINER|
|SDSS J16025+3457 |   0.020|S1         | 56.0387| 48.7104|AGN       |  SEYFERT TYPE 1|
|MARK  612        |   0.020|S2         |187.7174|-45.0391|AGN       |  SEYFERT TYPE 2|
|Q 1515+0205      |   0.020|AG         |  3.5273| 46.8131|AGN       |AGN UNCLASSIFIED|
|PKS 1521-30      |   0.020|S1         |338.1980| 21.9854|AGN       |  SEYFERT TYPE 1|
|XMM J00350-4316  |   0.020|S1         |313.4847|-73.5219|AGN       |  SEYFERT TYPE 1|
|IGR J17488-3253  |   0.020|S1         |356.9612| -2.6645|AGN       |  SEYFERT TYPE 1|
|Q 1533+3756      |   0.020|AG         | 60.7140| 54.0452|AGN       |AGN UNCLASSIFIED|
|3C  66.0B        |   0.021|S1         |140.2541|-16.7718|AGN       |  SEYFERT TYPE 1|
|MCG -01.22.013   |   0.021|S3         |230.9430| 17.9978|AGN       |           LINER|
|SDSS J08251+3759 |   0.021|AG         |183.6878| 34.0283|AGN       |AGN UNCLASSIFIED|
|SDSS J11161+4123 |   0.021|S1         |170.6427| 65.8172|AGN       |  SEYFERT TYPE 1|
|IRAS F12498+2721 |   0.021|S3         | 20.3631| 89.8045|AGN       |           LINER|
|MCG -01.27.031   |   0.021|S1         |253.6803| 44.4369|AGN       |  SEYFERT TYPE 1|
|ESO 541-G001     |   0.021|S2         |128.9428|-81.8344|AGN       |  SEYFERT TYPE 2|
|MCG -04.05.044   |   0.021|S          |184.1166|-77.1800|AGN       |         SEYFERT|
|SDSS J10071+0048 |   0.021|S1         |239.6943| 42.6441|AGN       |  SEYFERT TYPE 1|
|CG  430          |   0.021|S2         | 79.5509| 64.8027|AGN       |  SEYFERT TYPE 2|
|IGR J07565-4139  |   0.021|S2         |256.6560| -6.7225|AGN       |  SEYFERT TYPE 2|
|MARK 1149        |   0.021|H2         |128.1136|-77.0993|AGN       |AGN UNCLASSIFIED|
|SDSS J11422+1403 |   0.021|S2         |248.4826| 69.2478|AGN       |  SEYFERT TYPE 2|
|IC 3599          |   0.021|S1n        |219.9617| 86.9061|AGN       |  SEYFERT TYPE 1|
|IC 1495          |   0.021|S2         | 64.8423|-66.7453|AGN       |  SEYFERT TYPE 2|
|CDFS J02268-0415 |   0.021|S1         |171.9827|-57.7347|AGN       |  SEYFERT TYPE 1|
|MCG -03.27.026   |   0.021|S2         |264.3284| 35.3426|AGN       |  SEYFERT TYPE 2|
|NPM1G-17.0312    |   0.021|S1n        |279.9988| 42.0308|AGN       |  SEYFERT TYPE 1|
|MCG -03.35.020   |   0.021|S3         |323.4423| 43.4407|AGN       |           LINER|
|NGC 7832         |   0.021|S3         | 96.3418|-64.2412|AGN       |           LINER|
|MCG -01.30.005   |   0.021|S2         |273.3894| 48.7336|AGN       |  SEYFERT TYPE 2|
|MARK 1388        |   0.021|S1.9       | 30.3078| 62.6893|AGN       |  SEYFERT TYPE 2|
|MARK  585        |   0.021|H2         |156.0840|-55.5968|AGN       |AGN UNCLASSIFIED|
|SDSS J12029+0450 |   0.021|AG         |273.3861| 64.8993|AGN       |AGN UNCLASSIFIED|
|Q 1247+4754      |   0.021|AG         |123.8911| 69.4920|AGN       |AGN UNCLASSIFIED|
|NGC 3862         |   0.021|AG         |235.7261| 73.0386|AGN       |AGN UNCLASSIFIED|
|Q 1622+4745A     |   0.021|AG         | 74.2441| 44.2325|AGN       |AGN UNCLASSIFIED|
|MCG +08.13.022   |   0.021|S2         |170.5600| 19.2680|AGN       |  SEYFERT TYPE 2|
|ESO 510-G46      |   0.021|S2         |322.3402| 34.6591|AGN       |  SEYFERT TYPE 2|
|MCG -03.35.014   |   0.021|S3         |335.0178| 30.4044|AGN       |           LINER|
|GRS 1734-292     |   0.021|S1         |358.8909|  1.4076|AGN       |  SEYFERT TYPE 1|
|SDSS J11455+0943 |   0.021|S1         |258.0246| 66.6634|AGN       |  SEYFERT TYPE 1|
|D 16             |   0.021|S1         | 45.5040| 88.6951|AGN       |  SEYFERT TYPE 1|
|MARK  565        |   0.021|S?         |134.5794|-58.0197|AGN       |         SEYFERT|
|UGC 12040        |   0.021|S1.9       | 93.0188|-17.9904|AGN       |  SEYFERT TYPE 2|
|NGC  926         |   0.021|S3         |167.1559|-54.8601|AGN       |           LINER|
|NPM1G+23.0202    |   0.022|S1.5       |206.6151| 47.3474|AGN       |SEYFERT TYPE 1.5|
|MARK  334        |   0.022|S1.8       |108.3670|-39.5425|AGN       |  SEYFERT TYPE 2|
|NPM1G-10.0474    |   0.022|S1         |319.1910| 51.0846|AGN       |  SEYFERT TYPE 1|
|POX  52          |   0.022|S1.8       |287.9778| 40.5253|AGN       |  SEYFERT TYPE 2|
|NGC   71         |   0.022|S2         |114.4746|-32.2654|AGN       |  SEYFERT TYPE 2|
|8C 0149+710      |   0.022|B?         |127.9200|  8.9830|BLLAC     |          BL LAC|
|ESO 507-G70      |   0.022|S          |306.2892| 38.8758|AGN       |         SEYFERT|
|NGC 5260         |   0.022|S2         |317.0900| 37.6662|AGN       |  SEYFERT TYPE 2|
|NGC  235         |   0.022|S1         | 94.1395|-85.9251|AGN       |  SEYFERT TYPE 1|
|SDSS J10486+6621 |   0.022|S2         |140.2108| 46.4321|AGN       |  SEYFERT TYPE 2|
|NGC 5851         |   0.022|S3         | 15.4518| 55.2817|AGN       |           LINER|
|SDSS J13320+1702 |   0.022|AG         |348.0134| 76.2212|AGN       |AGN UNCLASSIFIED|
|SDSS J13358+0259 |   0.022|S1         |328.5694| 63.6403|AGN       |  SEYFERT TYPE 1|
|MCG -01.25.049   |   0.022|S2         |242.3358| 35.8705|AGN       |  SEYFERT TYPE 2|
|KUV 13000+2908   |   0.022|H2         | 69.0758| 87.0208|AGN       |AGN UNCLASSIFIED|
|NGC 4156         |   0.022|AG         |154.7494| 75.0437|AGN       |AGN UNCLASSIFIED|
|NPM1G+41.0135    |   0.022|S?         |175.4649| 18.0650|QSO       |         SEYFERT|
|ESO 511-G030     |   0.022|S1         |326.2279| 32.2185|AGN       |  SEYFERT TYPE 1|
|NPM1G+78.0048    |   0.022|S1.9       |123.5168| 38.9960|AGN       |  SEYFERT TYPE 2|
|MCG -01.34.008   |   0.022|S2         |311.1213| 55.1176|AGN       |  SEYFERT TYPE 2|
|SDSS J03457-0715 |   0.022|S2         |195.4595|-44.2003|AGN       |  SEYFERT TYPE 2|
|UM 395           |   0.022|H2         |158.1796|-55.9184|AGN       |AGN UNCLASSIFIED|
|NGC 7319         |   0.022|S2         | 93.2834|-20.9871|AGN       |  SEYFERT TYPE 2|
|MCG -03.34.049   |   0.022|S1         |312.6761| 45.2103|AGN       |  SEYFERT TYPE 1|
|1AXG J132310-1656|   0.022|AG         |313.7710| 45.2772|AGN       |AGN UNCLASSIFIED|
|IRAS 01184-3246  |   0.022|S          |255.0117|-81.6620|AGN       |         SEYFERT|
|UGC  2024        |   0.022|S2         |168.6358|-53.1892|AGN       |  SEYFERT TYPE 2|
|ESO 320-G07      |   0.022|S3         |286.9987| 22.1541|AGN       |           LINER|
|UGC 3901         |   0.022|S1.9       |168.8937| 26.9073|AGN       |  SEYFERT TYPE 2|
|ESO 426-G002     |   0.022|S2         |239.9362|-19.4971|AGN       |  SEYFERT TYPE 2|
|Q 0002+0118B     |   0.022|AG         | 99.9218|-59.2113|AGN       |AGN UNCLASSIFIED|
|NGC 5252         |   0.022|S2         |331.2981| 64.8032|AGN       |  SEYFERT TYPE 2|
|NVSS J19511-3059 |   0.022|S          |  9.5917|-25.5602|AGN       |         SEYFERT|
|Q 2225+0216      |   0.022|AG         | 67.9170|-44.5198|AGN       |AGN UNCLASSIFIED|
|UGC  3142        |   0.022|S1.0       |172.0889|-10.9960|AGN       |  SEYFERT TYPE 1|
|Q 1058+4753      |   0.022|AG         |161.8331| 60.3783|AGN       |AGN UNCLASSIFIED|
|RXS J12102+3918  |   0.022|AG         |155.4773| 75.1113|AGN       |AGN UNCLASSIFIED|
|AKN  347         |   0.022|S2         |242.8302| 77.2893|AGN       |  SEYFERT TYPE 2|
|MCG +05.28.032   |   0.022|S3         |198.9201| 75.9999|AGN       |           LINER|
|MARK   79        |   0.022|S1.2       |168.6025| 28.3823|AGN       |  SEYFERT TYPE 1|
|SDSS J09382+0743 |   0.022|AG         |226.6668| 40.3822|AGN       |AGN UNCLASSIFIED|
|NGC 2965         |   0.022|S?         |187.8994| 49.3622|AGN       |         SEYFERT|
|SDSS J02338+0108 |   0.022|S1         |168.1520|-52.5023|AGN       |  SEYFERT TYPE 1|
|SDSS J13208+2155 |   0.023|AG         |356.6484| 81.5171|AGN       |AGN UNCLASSIFIED|
|RXS J21231-1036  |   0.023|BL?        | 41.1163|-38.4320|BLLAC     |          BL LAC|
|SDSS J16555+6314 |   0.023|S1         | 93.3986| 36.9585|AGN       |  SEYFERT TYPE 1|
|ESO 439-G09      |   0.023|S2         |281.7278| 30.1303|AGN       |  SEYFERT TYPE 2|
|MARK  622        |   0.023|S2         |181.7558| 30.8539|AGN       |  SEYFERT TYPE 2|
|MARK 1073        |   0.023|S2         |149.5146|-13.3060|AGN       |  SEYFERT TYPE 2|
|IC 1529          |   0.023|S3         | 85.9139|-70.9735|AGN       |           LINER|
|KUG 1208+386     |   0.023|S1.0       |157.6478| 75.9183|AGN       |  SEYFERT TYPE 1|
|KISSR  112       |   0.023|S3         |160.9276| 87.9173|AGN       |           LINER|
|MCG -03.38.010   |   0.023|S3         |336.5146| 34.7227|AGN       |           LINER|
|MARK  860        |   0.023|S?         | 39.3428| 52.3691|AGN       |         SEYFERT|
|ESO 583-G02      |   0.023|S1.0       |349.5772| 28.7469|AGN       |  SEYFERT TYPE 1|
|Zw 045.099       |   0.023|S2         |334.8872| 63.0057|AGN       |  SEYFERT TYPE 2|
|SDSS J02457-0014 |   0.023|S?         |173.2762|-51.5715|AGN       |         SEYFERT|
|MCG -01.22.006   |   0.023|S2         |228.3605| 17.8026|AGN       |  SEYFERT TYPE 2|
|NGC 3884         |   0.023|S3b        |233.7559| 73.6437|AGN       |           LINER|
|SDSS J13390+0209 |   0.023|S2         |329.5078| 62.5513|AGN       |  SEYFERT TYPE 2|
|MCG -04.30.035   |   0.023|S          |303.2883| 40.9562|AGN       |         SEYFERT|
|ESO 575-IG016    |   0.023|S2         |303.2909| 40.9604|AGN       |  SEYFERT TYPE 2|
|CTS J10.09       |   0.023|S1         |297.4426| 41.6218|AGN       |  SEYFERT TYPE 1|
|MCG -05.13.010   |   0.023|S3         |231.6698|-33.7270|AGN       |           LINER|
|MCG -02.08.031   |   0.023|S2         |194.4161|-57.9600|AGN       |  SEYFERT TYPE 2|
|F  239           |   0.023|S2         |266.6793|-38.8980|AGN       |  SEYFERT TYPE 2|
|SDSS J12408+0100 |   0.023|S2         |296.9623| 63.7578|AGN       |  SEYFERT TYPE 2|
|GSC 4926 01061   |   0.023|S2         |265.5984| 52.6751|AGN       |  SEYFERT TYPE 2|
|NPM1G+29.0274    |   0.023|S2         | 49.5408| 82.4163|AGN       |  SEYFERT TYPE 2|
|MCG -01.60.021   |   0.023|S3         | 84.5681|-61.2386|AGN       |           LINER|
|SDSS J02260+0101 |   0.023|S2         |165.7066|-53.8073|AGN       |  SEYFERT TYPE 2|
|CG  782          |   0.023|S2         |192.3547| 62.7939|AGN       |  SEYFERT TYPE 2|
|MARK 1361        |   0.023|S          |344.8323| 69.3172|AGN       |         SEYFERT|
|SDSS J11392+2839 |   0.023|S2         |203.2307| 73.9998|AGN       |  SEYFERT TYPE 2|
|Q 0208+0218      |   0.023|AG         |158.9204|-54.6820|AGN       |AGN UNCLASSIFIED|
|IC 1515          |   0.023|S2         | 93.6902|-60.6772|AGN       |  SEYFERT TYPE 2|
|MARK 1047        |   0.023|H2         |168.2899|-53.0266|AGN       |AGN UNCLASSIFIED|
|NVSS J15123-3333 |   0.023|S          |333.8611| 20.7143|AGN       |         SEYFERT|
|KUG 0312+013     |   0.023|S2         |179.1266|-45.1174|AGN       |  SEYFERT TYPE 2|
|SDSS J13009-0120 |   0.023|S1         |307.8867| 61.4342|AGN       |  SEYFERT TYPE 1|
|NGC 5232         |   0.023|S?         |321.4011| 52.7635|AGN       |         SEYFERT|
|Q 1208+3759      |   0.023|H2         |159.3637| 76.3858|AGN       |AGN UNCLASSIFIED|
|NGC 4619         |   0.023|S1.0       |136.9741| 81.7998|AGN       |  SEYFERT TYPE 1|
|Q 0948+4750      |   0.023|AG         |170.2200| 49.5595|AGN       |AGN UNCLASSIFIED|
|SDSS J10021+0303 |   0.023|S1         |236.1993| 42.9477|AGN       |  SEYFERT TYPE 1|
|ESO 244-G17      |   0.023|S1.5       |285.9213|-72.0329|AGN       |SEYFERT TYPE 1.5|
|SDSS J01300+1336 |   0.023|S1         |137.1019|-48.2006|AGN       |  SEYFERT TYPE 1|
|MCG -01.40.001   |   0.023|S2         |356.2805| 36.8981|AGN       |  SEYFERT TYPE 2|
|SDSS J12044+0138 |   0.023|S2         |277.1000| 62.1374|AGN       |  SEYFERT TYPE 2|
|SDSS J02446-0907 |   0.023|S2         |184.3407|-57.7734|AGN       |  SEYFERT TYPE 2|
|SDSS J13359+0143 |   0.023|S2         |327.5978| 62.4492|AGN       |  SEYFERT TYPE 2|
|SDSS J13236+0430 |   0.023|S1         |323.1225| 66.1153|AGN       |  SEYFERT TYPE 1|
|TOL 1332+044     |   0.023|AG         |329.1769| 64.8728|AGN       |AGN UNCLASSIFIED|
|ESO 374-G25      |   0.023|S1         |269.7437| 14.2544|AGN       |  SEYFERT TYPE 1|
|KISSB  113       |   0.023|S2         | 78.3355| 86.9003|AGN       |  SEYFERT TYPE 2|
|SDSS J23577+0039 |   0.023|S1         | 95.8281|-59.3607|AGN       |  SEYFERT TYPE 1|
|MCG +00.35.020   |   0.023|S2         |328.4823| 56.6953|AGN       |  SEYFERT TYPE 2|
|SDSS J17233+5938 |   0.023|S1         | 88.4265| 34.2048|AGN       |  SEYFERT TYPE 1|
|MARK  202        |   0.023|S1         |131.1407| 57.9311|AGN       |  SEYFERT TYPE 1|
|NGC 7214         |   0.023|S1.2       | 22.2163|-54.1575|AGN       |  SEYFERT TYPE 1|
|MARK   50        |   0.023|S1.2       |286.3930| 64.6468|AGN       |  SEYFERT TYPE 1|
|Q 1310+3801      |   0.023|AG         |101.3070| 78.4606|AGN       |AGN UNCLASSIFIED|
|ESO 506-G27      |   0.024|S2         |299.5141| 35.4808|AGN       |  SEYFERT TYPE 2|
|NGC 7596         |   0.024|S          | 70.7371|-59.8542|AGN       |         SEYFERT|
|NGC   70         |   0.024|S3         |114.4737|-32.2487|AGN       |           LINER|
|MARK   42        |   0.024|S1n        |150.0452| 67.7588|AGN       |  SEYFERT TYPE 1|
|NPM1G+50.0375    |   0.024|S2         | 77.1895| 34.7913|AGN       |  SEYFERT TYPE 2|
|MCG -04.16.001   |   0.024|S          |231.1408|-16.1302|AGN       |         SEYFERT|
|ESO 235-G59      |   0.024|S1.8       |349.8166|-41.9507|AGN       |  SEYFERT TYPE 2|
|NGC 5849         |   0.024|S3         |345.3320| 36.9145|AGN       |           LINER|
|UGC  7064        |   0.024|S1.9       |188.4978| 79.0342|AGN       |  SEYFERT TYPE 2|
|AKN  524         |   0.024|S1.5       | 98.4005| 31.9409|AGN       |SEYFERT TYPE 1.5|
|GSC 6133 00078   |   0.024|S2         |314.9190| 40.2932|AGN       |  SEYFERT TYPE 2|
|MARK  403        |   0.024|S2         |209.9290| 46.3637|AGN       |  SEYFERT TYPE 2|
|NGC 6251         |   0.024|S2         |115.7639| 31.1957|AGN       |  SEYFERT TYPE 2|
|Q 0101-1232      |   0.024|S2         |134.3100|-74.8729|AGN       |  SEYFERT TYPE 2|
|NGC 7592W        |   0.024|S2         | 74.4868|-58.2434|AGN       |  SEYFERT TYPE 2|
|NGC 7592E        |   0.024|H2         | 74.4861|-58.2419|AGN       |AGN UNCLASSIFIED|
|PG 1016+336      |   0.024|S1n        |192.7074| 56.8541|AGN       |  SEYFERT TYPE 1|
|WKK 1263         |   0.024|S2         |301.5943|  5.0149|AGN       |  SEYFERT TYPE 2|
|SDSS J03191+0057 |   0.024|S1         |180.6582|-44.7321|AGN       |  SEYFERT TYPE 1|
|MCG -05.32.059   |   0.024|S3         |314.5827| 29.5608|AGN       |           LINER|
|NGC 4966         |   0.024|S3         | 64.3694| 86.1964|AGN       |           LINER|
|MARK 1133        |   0.024|H2         |105.1484|-32.8174|AGN       |AGN UNCLASSIFIED|
|MCG +03.45.003   |   0.024|S          | 44.2799| 25.6161|AGN       |         SEYFERT|
|KUG 1210+379     |   0.024|H2         |157.6666| 76.7463|AGN       |AGN UNCLASSIFIED|
|KUG 1259+280     |   0.024|AG         | 49.1366| 87.5670|AGN       |AGN UNCLASSIFIED|
|Zw 551.008       |   0.024|S          |126.0136|-12.5837|AGN       |         SEYFERT|
|ESO 328-IG36     |   0.024|S1.8       |330.4253| 14.7542|AGN       |  SEYFERT TYPE 2|
|Zw 399.005       |   0.024|S1.9       | 52.4837|-15.4288|AGN       |  SEYFERT TYPE 2|
|MARK  198        |   0.024|S2         |142.7498| 68.4127|AGN       |  SEYFERT TYPE 2|
|UGC  4498        |   0.024|S?         |181.6257| 36.6823|AGN       |         SEYFERT|
|MCG +04.28.122   |   0.024|S2         |241.1828| 76.7625|AGN       |  SEYFERT TYPE 2|
|NVSS J09582-3809 |   0.024|S3         |269.3007| 13.1530|AGN       |           LINER|
|ESO 386-G034     |   0.024|S2         |328.6095| 18.9288|AGN       |  SEYFERT TYPE 2|
|MARK  308        |   0.024|S          | 86.0495|-33.1764|AGN       |         SEYFERT|
|CG   96          |   0.024|S1.8       |201.3976| 69.3095|AGN       |  SEYFERT TYPE 2|
|NGC 4922B        |   0.024|S2         | 78.3057| 86.9054|AGN       |  SEYFERT TYPE 2|
|US  195          |   0.024|H2         | 92.5022| 84.9435|AGN       |AGN UNCLASSIFIED|
|MCG -02.58.021   |   0.024|S?         | 63.1767|-58.6547|AGN       |         SEYFERT|
|SDSS J12430-0116 |   0.024|S2         |298.5325| 61.5176|AGN       |  SEYFERT TYPE 2|
|MCG +08.15.009   |   0.024|S1.9       |168.8542| 29.8688|AGN       |  SEYFERT TYPE 2|
|MCG +00.35.020   |   0.024|S          |328.5040| 56.7012|AGN       |         SEYFERT|
|Zw 022.021       |   0.024|S1.9       |  2.4623| 39.4311|AGN       |  SEYFERT TYPE 2|
|ESO 438-G09      |   0.024|S1         |277.5475| 29.3631|AGN       |  SEYFERT TYPE 1|
|MARK 1370        |   0.024|S2         |348.9889| 63.1249|AGN       |  SEYFERT TYPE 2|
|CG 1180          |   0.024|AG         | 75.6548| 75.8057|AGN       |AGN UNCLASSIFIED|
|NGC 1019         |   0.024|S1.5       |168.7948|-51.1771|AGN       |SEYFERT TYPE 1.5|
|SDSS J13063+5318 |   0.024|AG         |117.9056| 63.6761|AGN       |AGN UNCLASSIFIED|
|NGC 6240         |   0.024|S3         | 20.7284| 27.2906|AGN       |           LINER|
|PGC 50427        |   0.024|S1.5       |321.9462| 29.6270|AGN       |SEYFERT TYPE 1.5|
|IRAS 01089-4743  |   0.024|S1         |293.4670|-69.3044|AGN       |  SEYFERT TYPE 1|
